Name,Name_encoding,Location,Location_encoding,Year,year_encoding,Kilometers_Driven,Fuel_codes,Fuel_Type,Transmission,Transmission_codes,Owner_Type,owner_encoding,Mileage,Engine,Power,Seats,New_Price,Price
Maruti Swift Dzire VDI,1135,Pune,10,2014,16,197000,1,Diesel,Manual,1,First,0,23.4,1248,74,5,,5
Toyota Fortuner 3.0 Diesel,1731,Pune,10,2009,11,138205,1,Diesel,Manual,1,Second,2,11.5,2982,171,7,,10.5
Maruti Swift VDI,1159,Jaipur,6,2012,14,160000,1,Diesel,Manual,1,Second,2,22.9,1248,74,5,,3.9
Honda City 1.5 V MT Exclusive,424,Coimbatore,3,2012,14,67590,4,Petrol,Manual,1,First,0,17,1497,118,5,,5.65
Mercedes-Benz M-Class ML 250 CDI,1297,Mumbai,9,2012,14,52000,1,Diesel,Automatic,0,First,0,15.26,2143,203.2,5,,29.95
Maruti Swift Ldi BSIII,1155,Bangalore,1,2008,10,100000,1,Diesel,Manual,1,Second,2,17.8,1248,75,5,,3
Ford Aspire Titanium Diesel,233,Kolkata,8,2017,19,60048,1,Diesel,Manual,1,First,0,26.1,1498,99,5,8.91 Lakh,6
Hyundai i10 Sportz,704,Mumbai,9,2009,11,48000,4,Petrol,Manual,1,First,0,20.36,1197,78.9,5,,2.11
Fiat Punto 1.4 Emotion,227,Kolkata,8,2010,12,47000,4,Petrol,Manual,1,First,0,14.6,0,0,0,,1.49
Maruti Alto LXi,970,Jaipur,6,2011,13,100000,4,Petrol,Manual,1,First,0,19.7,796,46.3,5,,1.5
Toyota Etios Liva GD,1719,Coimbatore,3,2013,15,62601,1,Diesel,Manual,1,First,0,23.59,1364,null ,5,,4.67
Maruti Swift VXI BSIV,1168,Bangalore,1,2006,8,80010,4,Petrol,Manual,1,Second,2,20.4,1197,81.8,5,,2.85
Mercedes-Benz New C-Class C 220 CDI Avantgarde,1318,Coimbatore,3,2017,19,26493,1,Diesel,Automatic,0,First,0,19.27,2143,170,5,,33.64
Tata Indica V2 DLE BSIII,1570,Hyderabad,5,2011,13,96000,1,Diesel,Manual,1,Second,2,17.88,1396,52.8,5,,0.91
Maruti Alto 800 VXI,958,Jaipur,6,2014,16,45700,4,Petrol,Manual,1,Second,2,22.74,796,47.3,5,,2.42
Skoda Superb 2.8 V6 AT,1544,Kolkata,8,2005,7,13000,4,Petrol,Automatic,0,First,0,9.3,2771,193.1,5,,3.25
Volkswagen Polo Petrol Comfortline 1.2L,1831,Kolkata,8,2013,15,38000,4,Petrol,Manual,1,First,0,16.47,1198,73.9,5,,2.8
Maruti Dzire AMT ZXI Plus,1042,Coimbatore,3,2019,21,8018,4,Petrol,Automatic,0,First,0,22,1197,81.8,5,10.26 Lakh,8.3
Mahindra Scorpio VLX,889,Bangalore,1,2010,12,144400,1,Diesel,Manual,1,Third,3,12.05,2179,120,8,,5.25
Maruti Swift Vdi BSIII,1171,Jaipur,6,2010,12,152000,1,Diesel,Manual,1,First,0,17.8,1248,75,5,,2.9
BMW 3 Series 320d Prestige,82,Pune,10,2013,15,71000,1,Diesel,Automatic,0,First,0,18.88,1995,184,5,,15
Tata Nano STD SE,1622,Jaipur,6,2012,14,80000,4,Petrol,Manual,1,Second,2,25.4,624,37.5,4,,0.53
Toyota Innova 2.5 VX (Diesel) 8 Seater,1763,Mumbai,9,2014,16,87143,1,Diesel,Manual,1,First,0,12.99,2494,100,8,,12.5
Honda Brio S Option MT,393,Mumbai,9,2012,14,25000,4,Petrol,Manual,1,First,0,18.4,1198,86.8,5,,2.75
Tata Tiago AMT 1.2 Revotron XZA,1651,Pune,10,2018,20,2000,4,Petrol,Automatic,0,First,0,23.84,1199,83.83,5,6.94 Lakh,5
Mahindra Scorpio SLE BSIV,887,Kochi,7,2014,16,45239,1,Diesel,Manual,1,First,0,12.05,2179,120,8,,7.09
BMW 5 Series 2003-2012 525d,97,Hyderabad,5,2011,13,101999,1,Diesel,Automatic,0,First,0,16.73,1995,218,5,,19.99
Toyota Corolla Altis D-4D GL,1688,Mumbai,9,2014,16,74219,1,Diesel,Manual,1,First,0,21.43,1364,87.2,5,,10.75
Honda City i VTEC CVT VX,446,Mumbai,9,2016,18,25000,4,Petrol,Automatic,0,First,0,18,1497,117.3,5,,9.45
Hyundai Verna CRDi 1.6 SX Option,650,Hyderabad,5,2008,10,109606,1,Diesel,Manual,1,First,0,22,1582,126.2,5,15.59 Lakh,2.9
Maruti Swift Dzire VDI Optional,1136,Kolkata,8,2015,17,36000,1,Diesel,Manual,1,First,0,26.59,1248,74,5,,4.7
Maruti Ciaz ZXi,1035,Coimbatore,3,2016,18,41810,4,Petrol,Manual,1,First,0,20.73,1373,91.1,5,,7.11
Ford Ecosport 1.5 DV5 MT Titanium,257,Jaipur,6,2014,16,93321,1,Diesel,Manual,1,First,0,22.7,1498,89.84,5,,6.25
Maruti Alto K10 2010-2014 VXI,960,Hyderabad,5,2011,13,81000,4,Petrol,Manual,1,First,0,20.92,998,67.1,5,,2.2
Honda Amaze V CVT Petrol,372,Kochi,7,2019,21,25717,4,Petrol,Automatic,0,First,0,19,1199,88.76,5,9.47 Lakh,8.86
Mahindra XUV500 W6 2WD,921,Delhi,4,2015,17,37000,1,Diesel,Manual,1,First,0,15.1,2179,140,7,,9.3
Mahindra TUV 300 2015-2019 T8,902,Coimbatore,3,2017,19,56380,1,Diesel,Manual,1,First,0,18.49,1493,100,7,,7.57
Honda Jazz VX,488,Chennai,2,2017,19,8000,4,Petrol,Manual,1,First,0,18.2,1199,88.7,5,9.1 Lakh,7.9
Maruti Swift VXI BSIII W/ ABS,1167,Kochi,7,2018,20,14589,4,Petrol,Manual,1,First,0,16.1,1298,88.2,5,,5.65
Volkswagen Polo Petrol Highline 1.2L,1832,Delhi,4,2013,15,65088,4,Petrol,Manual,1,First,0,16.47,1198,73.9,5,,3.25
Hyundai Creta 1.6 SX Option Diesel,516,Coimbatore,3,2019,21,24864,1,Diesel,Manual,1,First,0,20.5,1582,126.2,5,19.18 Lakh,16.27
Chevrolet Beat LS,169,Coimbatore,3,2011,13,64831,4,Petrol,Manual,1,First,0,18.6,1199,79.4,5,,3.21
Honda Amaze VX i-DTEC,378,Kolkata,8,2013,15,38001,1,Diesel,Manual,1,First,0,25.8,1498,98.6,5,,3.9
Mercedes-Benz E-Class 230 E AT,1267,Mumbai,9,2008,10,77000,4,Petrol,Automatic,0,Second,2,10,2496,157.7,5,,6.5
BMW 5 Series 530d M Sport,115,Hyderabad,5,2016,18,27000,1,Diesel,Automatic,0,First,0,18.59,2993,265,5,78.31 Lakh,48
Audi A3 35 TDI Premium Plus,3,Mumbai,9,2016,18,39000,1,Diesel,Automatic,0,First,0,20.38,1968,143,5,42.89 Lakh,18.9
Maruti Swift Dzire VDI,1135,Pune,10,2015,17,131000,1,Diesel,Manual,1,First,0,26.59,1248,74,5,,3.6
Maruti Swift Dzire VDI,1135,Kolkata,8,2015,17,43000,1,Diesel,Manual,1,First,0,26.59,1248,74,5,,5.5
Toyota Innova 2.5 V Diesel 7-seater,1759,Pune,10,2011,13,68000,1,Diesel,Manual,1,Second,2,12.8,2494,102,7,,7
BMW X3 xDrive20d,141,Bangalore,1,2016,18,45165,1,Diesel,Automatic,0,First,0,16.09,1995,184,5,,41.75
BMW 5 Series 2003-2012 525d,97,Hyderabad,5,2007,9,120000,1,Diesel,Automatic,0,First,0,16.73,1995,218,5,,10.5
Mahindra XUV500 W8 2WD,924,Coimbatore,3,2014,16,86091,1,Diesel,Manual,1,First,0,15.1,2179,140,7,,10.09
Honda City 1.5 S MT,419,Delhi,4,2009,11,71499,4,Petrol,Manual,1,First,0,17,1497,118,5,,3
Force One LX 4x4,230,Chennai,2,2014,16,50000,1,Diesel,Manual,1,First,0,17,2200,139.01,7,,12
Volkswagen Polo 1.5 TDI Comfortline,1820,Jaipur,6,2015,17,66000,1,Diesel,Manual,1,First,0,20.14,1498,88,5,9.56 Lakh,4.91
Honda Jazz S,484,Kolkata,8,2010,12,45000,4,Petrol,Manual,1,First,0,16,1198,90,5,,2
Toyota Etios Liva GD SP,1720,Hyderabad,5,2015,17,69189,1,Diesel,Manual,1,First,0,23.59,1364,67.06,5,,5.3
Nissan Terrano XV Premium 110 PS,1411,Mumbai,9,2014,16,40206,1,Diesel,Manual,1,First,0,19.01,1461,108.5,5,,7.22
BMW X3 xDrive 20d xLine,140,Kochi,7,2017,19,36723,1,Diesel,Automatic,0,First,0,18.56,1995,190,5,64.76 Lakh,32.57
Hyundai i20 1.2 Magna,714,Mumbai,9,2010,12,57500,4,Petrol,Manual,1,First,0,18.5,1197,80,5,,2.75
Maruti Eeco 5 STR With AC Plus HTR CNG,1049,Kochi,7,2018,20,43912,0,CNG,Manual,1,First,0,15.1,1196,73,5,,4.33
Ford Fiesta EXi 1.4 TDCi Ltd,302,Hyderabad,5,2011,13,52000,1,Diesel,Manual,1,First,0,17.8,1399,68,5,,3.75
Honda City 1.5 V AT,420,Kochi,7,2014,16,60952,4,Petrol,Automatic,0,First,0,16.8,1497,118,5,,5.91
Maruti Swift VDI BSIV,1160,Chennai,2,2013,15,87192,1,Diesel,Manual,1,First,0,25.2,1248,74,5,,4.35
Hyundai Grand i10 CRDi SportZ Edition,570,Delhi,4,2014,16,58000,1,Diesel,Manual,1,First,0,24,1120,70,5,,3.25
Audi Q7 45 TDI Quattro Technology,66,Pune,10,2017,19,59500,1,Diesel,Automatic,0,First,0,14.75,2967,245,7,99.92 Lakh,68
Volkswagen Ameo 1.2 MPI Highline 16 Alloy,1789,Mumbai,9,2016,18,16650,4,Petrol,Manual,1,First,0,17,1198,74,5,,5.5
Honda City i VTEC CVT VX,446,Kochi,7,2018,20,34696,4,Petrol,Automatic,0,First,0,18,1497,117.3,5,,12.08
Maruti Baleno Alpha 1.3,978,Kochi,7,2018,20,42243,1,Diesel,Manual,1,First,0,27.39,1248,74,5,,7.48
Hyundai Grand i10 CRDi Sportz,571,Jaipur,6,2016,18,57824,1,Diesel,Manual,1,First,0,24,1120,70,5,,5.5
Maruti Swift Dzire VDi,1137,Jaipur,6,2011,13,110000,1,Diesel,Manual,1,First,0,19.3,1248,73.9,5,,3.5
Maruti Swift 1.3 VXi,1120,Delhi,4,2006,8,63000,4,Petrol,Manual,1,First,0,16.1,0,0,0,,1.6
Land Rover Freelander 2 TD4 HSE,808,Delhi,4,2013,15,72000,1,Diesel,Automatic,0,First,0,0,2179,115,5,,15.5
Toyota Fortuner 3.0 Diesel,1731,Hyderabad,5,2013,15,63455,1,Diesel,Manual,1,First,0,11.5,2982,171,7,,19
Honda Jazz VX Diesel,489,Hyderabad,5,2017,19,17151,1,Diesel,Manual,1,First,0,27.3,1498,98.6,5,11.05 Lakh,8.4
Maruti Vitara Brezza LDi Option,1179,Pune,10,2016,18,31001,1,Diesel,Manual,1,First,0,24.3,1248,88.5,5,,7.25
Maruti Swift Dzire VDI,1135,Kolkata,8,2014,16,42109,1,Diesel,Manual,1,First,0,23.4,1248,74,5,,4.25
Skoda Rapid 1.5 TDI AT Elegance,1511,Delhi,4,2015,17,55000,1,Diesel,Automatic,0,Second,2,21.66,1498,103.52,5,,5.7
Land Rover Freelander 2 TD4 SE,810,Hyderabad,5,2013,15,46000,1,Diesel,Automatic,0,Second,2,0,2179,115,5,,26
Maruti Alto 800 LXI,956,Hyderabad,5,2013,15,30852,4,Petrol,Manual,1,First,0,22.74,796,47.3,5,,2.49
Volkswagen Polo Petrol Highline 1.2L,1832,Pune,10,2011,13,65000,4,Petrol,Manual,1,Second,2,16.47,1198,73.9,5,,3
Honda City i DTEC SV,436,Delhi,4,2015,17,65000,1,Diesel,Manual,1,First,0,26,1498,98.6,5,,5.95
Maruti Swift Dzire LDI,1129,Delhi,4,2013,15,72000,1,Diesel,Manual,1,First,0,23.4,1248,74,5,,2.69
Audi A4 2.0 TDI 177 Bhp Technology Edition,9,Bangalore,1,2014,16,29000,1,Diesel,Automatic,0,First,0,17.11,1968,174.33,5,,26
Honda City i VTEC VX,451,Kolkata,8,2015,17,32000,4,Petrol,Manual,1,First,0,17.8,1497,117.3,5,,5.5
Ford Figo Aspire 1.2 Ti-VCT Ambiente,316,Chennai,2,2016,18,29875,4,Petrol,Manual,1,First,0,18.16,1196,86.8,5,,4.85
Maruti Vitara Brezza LDi,1178,Kochi,7,2018,20,32539,1,Diesel,Manual,1,First,0,24.3,1248,88.5,5,8.63 Lakh,8.39
Renault Duster 110PS Diesel RxL,1432,Hyderabad,5,2015,17,83090,1,Diesel,Manual,1,First,0,19.01,1461,108.45,5,,7.99
Hyundai i20 Active 1.4 SX,742,Hyderabad,5,2016,18,62679,1,Diesel,Manual,1,First,0,21.19,1396,88.73,5,,6.95
Mahindra Logan Petrol 1.4 GLE,853,Mumbai,9,2010,12,93000,4,Petrol,Manual,1,First,0,15.7,1390,75,5,,1.5
Honda City ZX GXi,433,Mumbai,9,2006,8,44000,4,Petrol,Manual,1,First,0,17.7,1497,78,5,,1.55
Ford Figo Petrol EXI,331,Bangalore,1,2010,12,78400,4,Petrol,Manual,1,Second,2,15.6,1196,70,5,,2.75
Renault Duster Petrol RxL,1447,Mumbai,9,2014,16,71300,4,Petrol,Manual,1,First,0,13.06,1598,102.53,5,,4.25
Hyundai i10 Sportz 1.2,706,Kolkata,8,2015,17,18000,4,Petrol,Manual,1,First,0,20.36,1197,78.9,5,,2.85
Land Rover Discovery Sport TD4 HSE 7S,803,Coimbatore,3,2019,21,24013,1,Diesel,Automatic,0,First,0,12.81,1999,148.31,7,69.22 Lakh,56.14
Audi Q5 2008-2012 2.0 TFSI Quattro,52,Ahmedabad,0,2009,11,99100,4,Petrol,Automatic,0,Second,2,9.74,1984,208,5,,10
Maruti Versa DX2 BS II,1177,Mumbai,9,2003,5,62000,4,Petrol,Manual,1,Second,2,11.3,1298,83.1,8,,1.25
Maruti Swift Dzire ZDI,1143,Kolkata,8,2017,19,14000,1,Diesel,Manual,1,First,0,26.59,1248,74,5,,7.5
Audi A4 2.0 TDI Premium Sport Limited Edition,12,Coimbatore,3,2015,17,44811,1,Diesel,Automatic,0,First,0,17.11,1968,174.33,5,,25.81
Volkswagen Polo 1.2 MPI Comfortline,1816,Ahmedabad,0,2014,16,44000,4,Petrol,Manual,1,First,0,16.47,1198,74,5,,4.3
Toyota Fortuner 3.0 Diesel,1731,Chennai,2,2010,12,136000,1,Diesel,Manual,1,Second,2,11.5,2982,171,7,,11
Toyota Fortuner 3.0 Diesel,1731,Jaipur,6,2010,12,144113,1,Diesel,Manual,1,Second,2,11.5,2982,171,7,,11.75
Honda Accord 2.4 MT,352,Coimbatore,3,2012,14,94989,4,Petrol,Manual,1,First,0,12.8,2354,177.6,5,,6.58
Maruti Swift ZDi,1173,Chennai,2,2012,14,58133,1,Diesel,Manual,1,First,0,22.9,1248,74,5,,4.8
Skoda Fabia 1.2 MPI Classic,1471,Pune,10,2008,10,61000,4,Petrol,Manual,1,Second,2,17.5,1198,70,5,,1.65
Jeep Compass 2.0 Sport,794,Kolkata,8,2017,19,27000,1,Diesel,Manual,1,First,0,17.1,1956,170,5,18.45 Lakh,15
Tata Nano Twist XT,1623,Ahmedabad,0,2014,16,18050,4,Petrol,Manual,1,Second,2,25.4,624,37.5,4,,1
Ford Fiesta 1.6 ZXi ABS,294,Hyderabad,5,2007,9,145277,4,Petrol,Manual,1,First,0,15.3,1596,101,5,,1.65
Maruti Celerio ZDi,1008,Ahmedabad,0,2015,17,42000,1,Diesel,Manual,1,First,0,27.62,793,47,5,,3.6
Toyota Fortuner 3.0 Diesel,1731,Delhi,4,2011,13,86000,1,Diesel,Manual,1,First,0,11.5,2982,171,7,,11.5
Maruti Celerio ZDi,1008,Ahmedabad,0,2015,17,42150,1,Diesel,Manual,1,First,0,27.62,793,47,5,,3.6
Hyundai EON Era Plus,529,Pune,10,2015,17,30158,4,Petrol,Manual,1,First,0,21.1,814,55.2,5,,3.05
Ford Fiesta Diesel Trend,301,Bangalore,1,2011,13,47000,1,Diesel,Manual,1,Second,2,23.5,1498,90,5,,6
Volkswagen Polo 1.2 MPI Comfortline,1816,Ahmedabad,0,2013,15,39000,4,Petrol,Manual,1,First,0,16.47,1198,74,5,,3.75
Volkswagen Polo 1.2 MPI Comfortline,1816,Coimbatore,3,2016,18,32125,4,Petrol,Manual,1,First,0,16.2,1199,74,5,,6.17
Maruti Vitara Brezza ZDi,1182,Coimbatore,3,2017,19,58829,1,Diesel,Manual,1,First,0,24.3,1248,88.5,5,9.89 Lakh,9.05
Honda Brio S MT,391,Coimbatore,3,2013,15,67559,4,Petrol,Manual,1,First,0,19.4,1198,86.8,5,,4.05
Maruti Swift Dzire VXi,1140,Pune,10,2013,15,55000,4,Petrol,Manual,1,First,0,17.5,1298,85.8,5,,4.25
Maruti Celerio LXI MT,1002,Kolkata,8,2018,20,30000,4,Petrol,Manual,1,First,0,23.1,998,67.04,5,4.87 Lakh,3.75
Hyundai Creta 1.6 SX Plus Petrol Automatic,520,Mumbai,9,2016,18,28000,4,Petrol,Automatic,0,First,0,13,1591,121.3,5,,11.85
Ford Ecosport 1.5 DV5 MT Titanium,257,Kochi,7,2016,18,31826,1,Diesel,Manual,1,First,0,22.7,1498,89.84,5,,8.24
Maruti Swift VDI BSIV W ABS,1161,Hyderabad,5,2016,18,64000,1,Diesel,Manual,1,First,0,17.8,1248,null ,5,,5.99
Honda CR-V RVi MT,408,Jaipur,6,2008,10,100009,4,Petrol,Manual,1,Second,2,13.1,1997,141.1,5,,6.5
Land Rover Discovery Sport SD4 HSE Luxury 7S,801,Coimbatore,3,2019,21,17201,1,Diesel,Automatic,0,First,0,12.51,2179,187.7,7,,58.91
Mahindra XUV500 W8 2WD,924,Delhi,4,2014,16,74345,1,Diesel,Manual,1,First,0,15.1,2179,140,7,,8
Volkswagen Polo 1.2 MPI Highline,1817,Kochi,7,2015,17,58134,4,Petrol,Manual,1,First,0,16.47,1198,74,5,,4.64
Hyundai i10 Magna AT,700,Kochi,7,2010,12,30566,4,Petrol,Automatic,0,First,0,19.2,1197,80,5,,3.32
Hyundai i10 Magna 1.2,698,Chennai,2,2012,14,55231,4,Petrol,Manual,1,Second,2,20.36,1197,78.9,5,,2.78
Chevrolet Cruze LTZ AT,176,Kochi,7,2016,18,67774,1,Diesel,Automatic,0,First,0,14.81,1998,163.7,5,,8.95
Mercedes-Benz E-Class E 200 CGI,1271,Mumbai,9,2013,15,50319,4,Petrol,Automatic,0,First,0,12,1991,181.03,5,,21.95
Hyundai Sonata 2.4 GDI,609,Ahmedabad,0,2013,15,45000,4,Petrol,Manual,1,First,0,11.7,2359,134,5,,7.9
Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,1316,Kolkata,8,2007,9,43627,4,Petrol,Automatic,0,First,0,11.74,1796,186,5,,29
Volkswagen Polo Diesel Trendline 1.2L,1825,Kolkata,8,2013,15,45000,1,Diesel,Manual,1,First,0,22.07,1199,73.9,5,,3.25
Honda City i VTEC SV,449,Mumbai,9,2014,16,10500,4,Petrol,Manual,1,First,0,17.4,1497,117.3,5,,5.9
Maruti Vitara Brezza ZDi,1182,Coimbatore,3,2017,19,21789,1,Diesel,Manual,1,First,0,24.3,1248,88.5,5,11 Lakh,9.88
Hyundai Elite i20 Asta Option,542,Coimbatore,3,2019,21,21134,4,Petrol,Manual,1,First,0,18.6,1197,81.86,5,9.78 Lakh,8.78
Tata New Safari Dicor EX 4X2,1632,Kolkata,8,2011,13,90000,1,Diesel,Manual,1,Second,2,13.93,2179,138.1,7,,2.75
Nissan Sunny 2011-2014 Diesel XL,1388,Kochi,7,2014,16,51553,1,Diesel,Manual,1,First,0,21.64,1461,84.8,5,,5.98
BMW 3 Series 330 Ci Convertible,89,Delhi,4,2011,13,31000,4,Petrol,Automatic,0,First,0,10.9,2497,215,5,,31
Toyota Corolla 1.8 J,1676,Delhi,4,2011,13,67422,4,Petrol,Manual,1,Second,2,14.53,1798,138,5,,3.55
Hyundai Verna 1.6 SX,633,Kochi,7,2015,17,60519,1,Diesel,Manual,1,First,0,22.32,1582,126.32,5,,6.24
Maruti Swift Dzire VDi,1137,Kolkata,8,2009,11,34000,1,Diesel,Manual,1,First,0,19.3,1248,73.9,5,,2.19
Maruti Dzire VDI,1045,Hyderabad,5,2013,15,68434,1,Diesel,Manual,1,First,0,28.4,1248,73.75,5,9.14 Lakh,5.5
Maruti Alto K10 VXI,965,Pune,10,2014,16,17000,4,Petrol,Manual,1,First,0,24.07,998,67.1,5,4.48 Lakh,2.1
Jaguar XJ 5.0 L V8 Supercharged,787,Coimbatore,3,2011,13,43686,4,Petrol,Automatic,0,First,0,10.5,5000,503,4,,50.66
Mercedes-Benz New C-Class 220 CDI AT,1307,Kolkata,8,2012,14,22000,1,Diesel,Automatic,0,First,0,14.84,2143,170,5,,14
Hyundai Verna CRDi 1.6 SX Option,650,Mumbai,9,2013,15,79225,1,Diesel,Manual,1,First,0,22,1582,126.2,5,15.57 Lakh,5.5
Chevrolet Aveo 1.6 LT,162,Pune,10,2007,9,63000,4,Petrol,Manual,1,Third,3,14.2,1598,102,5,,1.2
Maruti Swift VXI BSIV,1168,Hyderabad,5,2014,16,61922,4,Petrol,Manual,1,First,0,20.4,1197,81.8,5,,5.3
Hyundai Verna 1.6 CRDi S,630,Chennai,2,2015,17,85000,1,Diesel,Manual,1,First,0,23.9,1582,126.2,5,,6.3
Mercedes-Benz GLC 220d Celebration Edition,1291,Kochi,7,2017,19,26192,1,Diesel,Automatic,0,First,0,17.9,2143,168,5,,40.47
Toyota Fortuner 4x2 Manual,1736,Delhi,4,2013,15,65000,1,Diesel,Manual,1,First,0,13,2982,168.5,7,,16.1
Audi Q5 2008-2012 2.0 TDI,51,Delhi,4,2014,16,44999,1,Diesel,Automatic,0,First,0,12.8,1968,167.6,5,,25
BMW 3 Series 320d Dynamic,76,Mumbai,9,2008,10,81308,1,Diesel,Automatic,0,Second,2,13.2,1995,170,5,,7.95
Maruti Alto 800 2016-2019 LXI,952,Delhi,4,2016,18,35000,4,Petrol,Manual,1,First,0,24.7,796,47.3,5,,2.65
Maruti Alto K10 2010-2014 VXI,960,Coimbatore,3,2012,14,65349,4,Petrol,Manual,1,First,0,20.92,998,67.1,5,,2.81
Audi A4 1.8 TFSI Technology Edition,6,Hyderabad,5,2012,14,80000,4,Petrol,Automatic,0,First,0,15.64,1798,167.62,5,,17.5
Maruti Swift VXi BSIV,1170,Mumbai,9,2012,14,61000,4,Petrol,Manual,1,First,0,16.1,1197,85,5,,3.3
Maruti Wagon R VXI,1207,Kochi,7,2019,21,31817,4,Petrol,Manual,1,First,0,22.5,998,67.04,5,5.12 Lakh,5.34
Skoda Rapid 1.5 TDI Ambition,1515,Hyderabad,5,2016,18,41000,1,Diesel,Manual,1,First,0,21.14,1498,103.52,5,,8.5
Honda Jazz S,484,Kochi,7,2010,12,82606,4,Petrol,Manual,1,Second,2,16,1198,90,5,,2.69
Mahindra XUV500 W10 2WD,917,Ahmedabad,0,2015,17,52000,1,Diesel,Manual,1,First,0,16,2179,140,7,,11.5
Maruti Ritz VXi,1095,Coimbatore,3,2011,13,50318,4,Petrol,Manual,1,First,0,18.5,1197,85.8,5,,4.06
Mercedes-Benz GLE 250d,1293,Hyderabad,5,2016,18,50000,1,Diesel,Automatic,0,First,0,17.9,2143,201.15,5,79.43 Lakh,49
Skoda Rapid 1.6 TDI Ambition,1534,Bangalore,1,2012,14,72000,1,Diesel,Manual,1,First,0,20.5,1598,103.5,5,,4.6
Hyundai Grand i10 CRDi Magna,569,Delhi,4,2015,17,63776,1,Diesel,Manual,1,First,0,24,1120,70,5,,3.96
Hyundai Elite i20 Petrol Asta,544,Mumbai,9,2015,17,28133,4,Petrol,Manual,1,First,0,18.6,1197,81.86,5,,5.6
Tata Zest Quadrajet 1.3 75PS XE,1662,Kolkata,8,2017,19,45000,1,Diesel,Manual,1,First,0,22.95,1248,74,5,7.94 Lakh,3.75
Hyundai i20 Magna 1.4 CRDi,760,Jaipur,6,2015,17,55697,1,Diesel,Manual,1,First,0,22.54,1396,88.73,5,,5.5
Skoda Rapid 1.6 TDI Elegance,1535,Delhi,4,2012,14,62000,1,Diesel,Manual,1,Second,2,20.5,1598,103.5,5,,3
Fiat Linea Emotion,219,Mumbai,9,2011,13,48000,4,Petrol,Manual,1,First,0,16,1368,90,5,,3
Maruti Swift VXI BSIII W/ ABS,1167,Pune,10,2010,12,90246,4,Petrol,Manual,1,First,0,16.1,1298,88.2,5,,2.95
Tata Indica V2 2001-2011 eLS,1568,Hyderabad,5,2015,17,80500,1,Diesel,Manual,1,First,0,25,1396,69,5,,2.45
Mercedes-Benz New C-Class C 220 CDI Elegance AT,1322,Pune,10,2012,14,119000,1,Diesel,Automatic,0,First,0,14.84,2143,170,5,,13.99
Mercedes-Benz GLE 350d,1294,Bangalore,1,2016,18,28541,1,Diesel,Automatic,0,First,0,11.57,2987,254.79,5,95.13 Lakh,60.75
Hyundai Santro Xing XP,608,Kolkata,8,2008,10,45500,4,Petrol,Manual,1,Second,2,0,1086,null ,5,,1.17
Honda City V MT AVN,429,Chennai,2,2012,14,41000,4,Petrol,Manual,1,Second,2,16.8,1497,116.3,5,,4.5
Hyundai i20 Magna,758,Mumbai,9,2010,12,58000,4,Petrol,Manual,1,Second,2,18.5,1197,80,5,,2.5
Toyota Fortuner 4x2 Manual,1736,Chennai,2,2015,17,99000,1,Diesel,Manual,1,First,0,13,2982,168.5,7,,20.5
Hyundai Grand i10 Magna,574,Delhi,4,2014,16,31200,4,Petrol,Manual,1,First,0,18.9,1197,82,5,,3.9
Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,1801,Chennai,2,2009,11,85000,1,Diesel,Manual,1,Second,2,15,1896,105,5,,3.5
Ford EcoSport 1.5 Ti VCT AT Titanium,249,Hyderabad,5,2016,18,60924,4,Petrol,Automatic,0,First,0,15.63,1499,110.4,5,,8.3
Hyundai EON Magna Plus,532,Chennai,2,2012,14,45000,4,Petrol,Manual,1,First,0,21.1,814,55.2,5,,2.5
Nissan Micra XV CVT,1385,Kolkata,8,2011,13,44000,4,Petrol,Automatic,0,First,0,19.15,1198,75.94,5,8.73 Lakh,2.65
Honda Jazz 1.2 V CVT i VTEC,474,Kochi,7,2016,18,30534,4,Petrol,Automatic,0,First,0,19,1199,88.7,5,,7.42
Volkswagen Polo 1.2 MPI Trendline,1819,Kochi,7,2016,18,46399,4,Petrol,Manual,1,First,0,16.47,1198,74,5,,4.63
Maruti Alto LXi,970,Kolkata,8,2008,10,42000,4,Petrol,Manual,1,First,0,19.7,796,46.3,5,,1.09
Hyundai Verna 1.6 SX,633,Delhi,4,2011,13,67000,1,Diesel,Manual,1,First,0,22.32,1582,126.32,5,,3.8
Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,1251,Mumbai,9,2013,15,58000,1,Diesel,Automatic,0,First,0,10,2148,170,5,,15.75
Tata Zest Revotron 1.2 XT,1665,Coimbatore,3,2015,17,27000,4,Petrol,Manual,1,First,0,17.57,1193,88.7,5,8.69 Lakh,5.27
Honda Brio S Option MT,393,Mumbai,9,2012,14,39566,4,Petrol,Manual,1,Second,2,18.4,1198,86.8,5,,2.75
Honda Jazz VX Diesel,489,Chennai,2,2016,18,14980,1,Diesel,Manual,1,First,0,27.3,1498,98.6,5,10.81 Lakh,7.4
Maruti Alto K10 VXI AGS,966,Jaipur,6,2017,19,18491,4,Petrol,Automatic,0,First,0,24.07,998,67.1,5,,3.9
Maruti Zen VXi - BS III,1234,Jaipur,6,2000,2,90000,4,Petrol,Manual,1,Second,2,17.3,993,60,5,,0.7
Hyundai i20 Sportz 1.4 CRDi,765,Pune,10,2015,17,118211,1,Diesel,Manual,1,First,0,22.54,1396,88.73,5,,5.9
